CAS,CID,SMILES,Formula,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRings,FlashPoint_C,LFL_percent,UFL_percent,HeatOfComb_kJ_mol,BoilingPoint_C,MeltingPoint_C,AutoignitionTemp_C,VaporPressure_mmHg,Density_g_cm3,Y_NFPA_Health,Y_NFPA_Fire,Y_NFPA_React,Y_GHS_Signal,Y_GHS_H_Codes
535-75-1,849,C1CCNC(C1)C(=O)O,C6H11NO2,129.159,0.2131,49.33,2,2,1,,,,,,264.0,,,,,,,Warning,"H315, H319, H335"
535-77-3,10812,CC1=CC(=CC=C1)C(C)C,C10H14,134.22199999999998,3.118420000000002,0.0,0,0,1,,,,,175.0,-63.8,,1.72,0.861,,,,Warning,H226
535-87-5,12062,C1=C(C=C(C=C1N)N)C(=O)O,C7H8N2O2,152.15300000000002,0.5492000000000001,89.34,3,3,1,,,,,,,,,,,,,Warning,"H315, H319, H335"
535-89-7,10813,CC1=CC(=NC(=N1)Cl)N(C)C,C7H10ClN3,171.631,1.50442,29.020000000000003,0,3,1,,,,,284.0,189.0,,10.0,,,,,Danger,H300
5350-57-2,79304,C1=CC=C(C=C1)C(=NN)C2=CC=CC=C2,C13H12N2,196.253,2.3977000000000004,38.38,1,2,2,,,,,,,,0.000151,,,,,Danger,"H301, H302, H317, H401, H411"
53518-14-2,104522,CN(C)C1=CC2=C(C=C1)C(=CC(=O)O2)C(F)(F)F,C12H10F3NO2,257.211,2.877800000000001,33.45,0,3,2,,,,,,,,,,,,,Warning,"H315, H319, H335"
5355-16-8,21453,COC1=C(C=C(C=C1)CC2=CN=C(N=C2N)N)OC,C13H16N4O2,260.297,1.249,96.28,2,6,2,,,,,,,,,,,,,Warning,"H315, H319, H335"
5355-17-9,79310,COCC1=CC=C(C=C1)O,C8H10O2,138.16599999999997,1.5386,29.46,1,2,1,,,,,,,,,,,,,Warning,"H302, H315, H319"
53558-25-1,40813,C1=CC(=CN=C1)CNC(=O)NC2=CC=C(C=C2)[N+](=O)[O-],C13H12N4O3,272.26400000000007,2.311500000000001,97.16,2,4,2,,,,,,433.0,,3.39,,,,,Danger,"H300, H302, H315, H318, H335, H371"
53563-70-5,4049161,CCCCCCCCOCCOCC(=O)O,C12H24O4,232.32,2.464700000000001,55.760000000000005,1,3,0,,,,,,,,,,,,,Danger,"H315, H318"
536-38-9,68303,C1=CC(=CC=C1C(=O)CBr)Cl,C8H6BrClO,233.492,2.917600000000001,17.07,0,1,1,,,,,,,,,,,,,Danger,"H302, H314"
536-46-9,2724166,CN(C)C1=CC=C(C=C1)N.Cl.Cl,C8H14Cl2N2,209.12,2.1784,29.26,1,2,1,,,,,,,,,,,,,Danger,"H300, H311, H315, H319, H330, H331"
536-59-4,10819,CC(=C)C1CCC(=CC1)CO,C10H16O,152.237,2.2813000000000003,20.23,1,1,1,,,,,,244.0,,,0.956,,,,Warning,"H315, H317, H319"
536-60-7,325,CC(C)C1=CC=C(C=C1)CO,C10H14O,150.22099999999995,2.3023,20.23,1,1,1,,,,,135.0,28.0,,,0.974,,,,Warning,H302
536-66-3,10820,CC(C)C1=CC=C(C=C1)C(=O)O,C10H12O2,164.20399999999995,2.5082000000000004,37.3,1,1,1,,,,,,117.0,,,,,,,Warning,"H315, H319, H335"
536-74-3,10821,C#CC1=CC=CC=C1,C8H6,102.13599999999998,1.6679000000000002,0.0,0,0,1,,,,,,,,2.06,,,,,Danger,"H226, H304, H315, H319, H335"
536-75-4,10822,CCC1=CC=NC=C1,C7H9N,107.15599999999998,1.644,12.89,0,1,1,,,,,,,,2.27,,,,,Danger,"H226, H315, H319, H335, H340, H350"
536-78-7,10823,CCC1=CN=CC=C1,C7H9N,107.15599999999996,1.644,12.89,0,1,1,,,,,166.0,-76.9,,,0.951,,,,Warning,"H226, H302"
536-90-3,10824,COC1=CC=CC(=C1)N,C7H9NO,123.155,1.2774,35.25,1,2,1,235.0,,,,484.0,30.0,515.0,15.4,1.096,2.0,1.0,0.0,Warning,"H301, H302, H311, H315, H317, H319, H331, H335, H371, H372, H373, H400, H410"
53611-01-1,15685501,C1CC2C(CC1C(=O)O)C(=O)OC2=O,C9H10O5,198.174,0.1868999999999998,80.66999999999999,1,4,2,,,,,,,,,,,,,Danger,"H315, H317, H318"
537-00-8,10826,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Ce+3],C6H9CeO6,317.248,-3.7314,120.39,0,6,0,,,,,,,,,,,,,Danger,"H315, H318, H319, H335, H400, H410"
537-03-1,164654,C(=O)(C(=O)[O-])[O-].C(=O)(C(=O)[O-])[O-].C(=O)(C(=O)[O-])[O-].[La+3].[La+3],C6La2O12,541.866,-10.5414,240.78,0,12,0,,,,,,,,,,,,,Warning,"H302, H312, H317, H411"
537-40-6,5322095,CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC,C57H98O6,879.4049999999993,17.42509999999997,78.9,0,6,0,,,,,,,,,,,,,,H413
537-45-1,10835,C1=C(C(=O)C(=CC1=NCl)Br)Br,C6H2Br2ClNO,299.349,2.7215000000000007,29.43,0,2,1,,,,,,,,,,,,,Danger,"H240, H312, H315, H319, H335"
5372-81-6,79336,COC(=O)C1=CC(=C(C=C1)C(=O)OC)N,C10H11NO4,209.201,0.8420000000000001,78.62,1,5,1,,,,,,,,,,,,,Warning,"H315, H319, H335, H411"
53731-35-4,171295,[O-]P(=O)([O-])OP(=O)([O-])[O-].[Mn],MnO7P2-4,228.879,-3.3421,135.61,0,7,0,,,,,,,,,,,,,Warning,"H302, H312, H315, H319, H332"
53767-93-4,103826,CC(CCCC(C)(C)OC(=O)C)C=C,C12H22O2,198.306,3.320500000000002,26.3,0,2,0,,,,,,,,,,,,,,H411
53770-52-8,54682895,CC(C1=CC=CC=C1)C2=CC(=C(C(=C2)C(=O)O)[O-])C(C)C3=CC=CC=C3.CC(C1=CC=CC=C1)C2=CC(=C(C(=C2)C(=O)O)[O-])C(C)C3=CC=CC=C3.[Zn+2],C46H42O6Zn,756.2260000000002,9.5215,120.72,2,4,6,,,,,,,,,,,,,Danger,"H302, H315, H318, H319, H412"
53778-73-7,40895,CCC(COC)O,C5H12O2,104.149,0.4037,29.46,1,2,0,,,,,,,,,,,,,Warning,H226
538-65-8,5273465,CCCCOC(=O)C=CC1=CC=CC=C1,C13H16O2,204.269,3.0431000000000017,26.3,0,2,1,,,,,,,,,1.008,,,,Warning,"H315, H319"
538-68-1,10864,CCCCCC1=CC=CC=C1,C11H16,148.249,3.4193000000000024,0.0,0,0,1,,,,,,,,0.43,,,,,,"H411, H412"
538-71-6,10866,CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1.[Br-],C22H40BrNO,414.472,3.0667000000000018,9.23,0,1,1,,,,,,112.0,,3.1,,,,,Warning,"H302, H315, H319, H335"
538-86-3,10869,COCC1=CC=CC=C1,C8H10O,122.16699999999996,1.833,9.23,0,1,1,,,,,,,,,,,,,Warning,"H226, H319"
538-93-2,10870,CC(C)CC1=CC=CC=C1,C10H14,134.22199999999998,2.8851000000000013,0.0,0,0,1,,,,,,,,1.93,,,,,Warning,"H226, H315, H319, H335, H400, H410"
53801-45-9,6452892,[O-2].[O-2].[Zr+4],O2Zr,123.222,-0.2401,57.0,0,0,0,,,,,,,,,,,,,,H413
53803-13-7,21900301,CC(C)(C)C(=O)[O-].C[N+](C)(C)C,C9H21NO2,175.27199999999996,0.1048000000000004,40.13,0,2,0,,,,,,,,,,,,,Danger,"H301, H311"
53817-59-7,103846,CC(C)CCCCCCCCCCOC(=O)C=CC(=O)OCCCCCCCCCCC(C)C,C30H56O4,480.7740000000005,8.962800000000005,52.60000000000001,0,4,0,,,,,,,,,,,,,Warning,H315
53863-99-3,155887695,CC(C)(C#C)O[Si](C)(C)OC(C)(C)C#C.CC(C)(C#C)O[Si](C)(C)OC(C)(C)C#C,C24H40O4Si2,448.7520000000002,5.090000000000005,36.92,0,4,0,,,,,,,,,,,,,Warning,"H226, H332"
53880-51-6,1747818,CC=CC=CCCCCCCCOC(=O)C,C14H24O2,224.344,4.022400000000003,26.3,0,2,0,,,,,,,,,,,,,Warning,"H315, H319, H335"
53880-86-7,3034737,CC1=CC=C(C=C1)NC(=S)SSC(=S)NC2=CC=C(C=C2)C,C16H16N2S4,364.58600000000007,5.778640000000004,24.06,2,4,2,,,,,,,,,,,,,Warning,H373
53885-35-1,65335,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl.Cl,C14H15Cl2NS,300.254,4.381600000000003,3.24,0,2,3,,,,,,,,,,,,,Danger,"H302, H318, H400, H410"
539-32-2,10874,CCCCC1=CN=CC=C1,C9H13N,135.20999999999998,2.424200000000001,12.89,0,1,1,,,,,80.0,,,,,,,,Warning,"H315, H319, H335"
539-47-9,10876,C1=COC(=C1)C=CC(=O)O,C7H6O3,138.122,1.3774000000000002,50.44,1,2,1,,,,,,,,,,,,,Warning,"H315, H319, H335"
539-74-2,68320,CCOC(=O)CCBr,C5H9BrO2,181.029,1.3345,26.3,0,2,0,,,,,,,,,,,,,Warning,"H227, H315, H319, H335"
5390-04-05,79346,C#CCCCO,C5H8O,84.118,0.3920999999999999,20.23,1,1,0,,,,,,,,,,,,,Warning,"H315, H319, H335"
53902-12-8,5282230,COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC,C18H17NO5,327.33600000000007,3.0539000000000005,84.86,2,4,2,,,,,,,,,,,,,Warning,H302
53918-03-9,3745949,C1=CC2=C(C=C1S(=O)(=O)[O-])NC(=S)N2.[Na+],C7H5N2NaO3S2,252.252,-1.86641,88.78,2,4,2,,,,,,,,,,,,,Warning,"H315, H319, H335"
5392-28-9,79358,C1(=C(N=C(N=C1N)N)N)N.OS(=O)(=O)O,C4H10N6O4S,238.229,-1.8474,204.45999999999995,6,8,1,,,,,,,,,,,,,Warning,"H315, H319, H335"
5392-40-5,638011,CC(=CCCC(=CC=O)C)C,C10H16O,152.237,2.878000000000001,17.07,0,1,0,215.0,,,,444.0,-10.0,225.0,5.0,0.891,2.0,1.0,0.0,Warning,"H227, H315, H317, H319, H361"
53933-48-5,6452918,CC1=CC=C(C=C1)S(=O)(=O)[O-].[NH3+]O,C7H11NO4S,205.235,-0.48338,105.07,2,4,1,,,,,,,,,,,,,Danger,"H201, H302, H312, H315, H317, H319, H351, H373, H400"
5394-63-8,79368,CC1=CC(=O)OC(O1)(C)C,C7H10O3,142.154,1.1997,35.53,0,3,1,,,,,,,,,,,,,Danger,"H225, H319"
5395-50-6,79372,C(N1C2C(N(C1=O)CO)N(C(=O)N2CO)CO)O,C8H14N4O6,262.222,-3.087,128.02,4,6,2,,,,,,,,,,,,,Warning,"H317, H411"
53956-04-0,62074,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C.N,C42H65NO16,839.9729999999995,2.4076000000000057,302.04,9,14,7,,,,,,,,,,,,,Warning,H319
5396-89-4,142266,CC(=O)CC(=O)OCC1=CC=CC=C1,C11H12O3,192.21400000000003,1.7089,43.370000000000005,0,3,1,,,,,156.0,162.0,,,,,,,,H412
5397-31-9,21499,CCCCC(CC)COCCCN,C11H25NO,187.327,2.5682,35.25,1,2,0,200.0,,,,,,,,,,,,Danger,"H302, H311, H314, H411"
5398-29-8,79387,C(CSC(=N)N)C(=O)O,C4H8N2O2S,148.187,0.08777,87.17,3,3,0,,,,,,,,,,,,,Danger,"H301, H302, H317, H318, H412"
5398-34-5,13152118,C1=C2C=C(C=C(C2=C(C=C1S(=O)(=O)O)N)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],C10H7NNa2O9S3,427.34500000000014,-6.5151,194.79,2,9,2,,,,,,,,,,,,,Danger,"H315, H318, H319, H335"
53980-88-4,105841,CCCCCCC1C=CC(CC1C(=O)O)CCCCCCCC(=O)O,C21H36O4,352.51500000000016,5.665200000000005,74.6,2,2,1,,,,,,,,,,,,,Warning,H319
53988-05-9,23120470,CC(C)CCCCCC(=O)[O-].CC(C)CCCCCC(=O)[O-].[Ca+2],C18H34CaO4,354.5440000000001,2.3048,80.25999999999999,0,4,0,,,,,,,,,,,,,Warning,"H302, H319"
53994-73-3,51039,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,C15H14ClN3O4S,367.8140000000001,0.6212999999999995,112.73,3,5,3,,,,,,327.0,,,,,,,Danger,"H317, H334"
1954-12-06,1148,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,C11H12N2O2,204.229,1.1222999999999996,79.11,3,2,2,,,,,289.0,293.0,,,,,,,Warning,"H315, H319, H335"
54-20-6,5899,C1=C(C(=O)NC(=O)N1)C(F)(F)F,C5H3F3N2O2,180.08499999999995,0.082,65.72,2,2,1,,,,,,,,,,,,,Danger,"H301, H315, H319, H335"
54-42-2,5905,C1C(C(OC1N2C=C(C(=O)NC2=O)I)CO)O,C9H11IN2O5,354.1,-1.2181,104.55,3,5,2,,,,,,160.0,,,,,,,Warning,"H315, H319, H335, H341, H361"
54-85-3,3767,C1=CN=CC=C1C(=O)NN,C6H7N3O,137.14199999999997,-0.3149,68.01,2,3,1,374.0,,,,,340.5,,1992.0,,,,,Danger,"H302, H315"
540-07-8,10886,CCCCCC(=O)OCCCCC,C11H22O2,186.295,3.3001000000000023,26.3,0,2,0,,,,,,-47.0,,,0.858,,,,Warning,"H315, H319"
540-08-9,10887,CCCCCCCCC(=O)CCCCCCCC,C17H34O,254.4579999999999,6.056700000000006,17.07,0,1,0,,,,,,,,,,,,,Warning,"H315, H319, H335"
540-23-8,10891,CC1=CC=C(C=C1)N.Cl,C7H10ClN,143.61700000000002,1.99902,26.02,1,1,1,,,,,495.5,469.0,,,,,,,Danger,"H301, H311, H317, H319, H331, H351, H400"
540-36-3,10892,C1=CC(=CC=C1F)F,C6H4F2,114.094,1.9648,0.0,0,0,1,,,,,,,,,,,,,Danger,"H224, H225, H319"
540-38-5,10894,C1=CC(=CC=C1O)I,C6H5IO,220.009,1.9968,20.23,1,1,1,,,,,,,,0.00616,,,,,Danger,"H302, H312, H314, H315, H319"
540-51-2,10898,C(CBr)O,C2H5BrO,124.965,0.3736,20.23,1,1,0,105.0,,,,300.0,,,12.0,1.7629,,,,Danger,"H301, H311, H314, H331"
540-59-0,10900,C(=CCl)Cl,C2H2Cl2,96.944,1.9352,0.0,0,0,0,39.0,9.7,12.8,-4847.2,118.0,-71.0,860.0,180.0,1.27,1.0,3.0,2.0,Danger,"H225, H302, H303, H315, H319, H332, H336, H370, H373, H402, H412"
540-63-6,10902,C(CS)S,C2H6S2,94.204,0.8459999999999999,0.0,2,2,0,,,,,146.0,-41.2,,5.61,1.123,,,,Danger,"H226, H301, H302, H310, H312, H319, H330"
540-69-2,2723923,C(=O)[O-].[NH4+],CH5NO2,63.056,-1.2577,76.63,1,2,0,,,,,180.0,241.0,,,1.28,,,,Warning,"H315, H319, H335"
540-72-7,516871,C(#N)[S-].[Na+],CNNaS,81.075,-2.98162,23.79,0,2,0,,,,,,572.0,,4e-08,1.0,,,,Warning,"H302, H312, H318, H319, H332, H372, H412"
540-73-8,1322,CNNC,C2H8N2,60.10000000000001,-0.6598,24.06,2,2,0,5.0,,,,177.8,-9.0,,69.9,0.8274,,,,Danger,"H225, H301, H311, H314, H318, H330, H331, H335, H341, H350, H372, H411"
540-82-9,6004,CCOS(=O)(=O)O,C2H6O4S,126.13299999999998,-0.1743,63.60000000000001,1,3,0,,,,,,,,,,,,,Danger,"H315, H318"
540-84-1,10907,CC(C)CC(C)(C)C,C8H18,114.232,3.0786000000000016,0.0,0,0,0,10.0,,,,99.238,-107.45,784.0,49.3,0.69194,0.0,3.0,0.0,Danger,"H224, H225, H302, H304, H315, H335, H336, H400, H410"
5400-88-4,79396,CC(C)(C)C1CCC(CC1)N,C10H21N,155.28499999999997,2.55,26.02,1,1,1,,,,,,,,,,,,,Danger,"H302, H314, H315, H319, H335"
5401-94-5,21501,C1=CC2=C(C=C1[N+](=O)[O-])C=NN2,C7H5N3O2,163.13600000000002,1.4710999999999996,71.82,1,3,2,,,,,,,,1.28e-05,,,,,Warning,"H302, H315, H319, H335, H341"
54041-17-7,6452934,CC(C)N(C1=CC=C(C=C1)F)C(=O)CO,C11H14FNO2,211.236,1.5594,40.540000000000006,1,2,1,,,,,,,,,,,,,Warning,"H302, H319, H361, H412"
5405-41-4,62572,CCOC(=O)CC(C)O,C6H12O3,132.159,0.3204000000000001,46.53,1,3,0,148.0,,,,338.0,,,,1.017,,,,Warning,"H226, H227"
5405-63-0,430481,C1=CC=C(C=C1)[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=C(C=CC(=C4)O)O,C24H20O2P+,371.3960000000001,3.7172000000000014,40.46,2,2,4,,,,,,,,,,,,,Danger,"H228, H252, H302, H315, H319, H335, H411, H413"
54056-51-8,104679,CCCCOC(=O)C=C(C)C,C9H16O2,156.22499999999997,2.2959000000000005,26.3,0,2,0,,,,,,,,,,,,,Warning,"H227, H315, H319, H335"
54060-92-3,9570625,CC1(C2=CC=CC=C2[N+](=C1C=NN(C)C3=CC=C(C=C3)OC)C)C.COS(=O)(=O)[O-],C21H27N3O5S,433.5300000000002,2.916400000000001,94.27,0,7,3,,,,,,,,,,,,,Danger,"H301, H302, H312, H318, H330, H400, H410"
5409-42-7,79418,C1CNC2C(N1)NCCN2,C6H14N4,142.20600000000002,-1.9758,48.12,4,4,2,,,,,,,,,,,,,Danger,"H302, H312, H315, H317, H319, H334"
54091-06-4,40989,C1=CC(=CC=C1S(=O)(=O)CCl)Br,C7H6BrClO2S,269.547,2.419100000000001,34.14,0,2,1,,,,,,,,,,,,,Warning,"H315, H319, H335"
541-05-9,10914,C[Si]1(O[Si](O[Si](O1)(C)C)(C)C)C,C6H18O3Si3,222.465,2.1552,27.69,0,3,1,,,,,,,,,,,,,Danger,H228
541-14-0,2724480,C[N+](C)(C)CC(CC(=O)[O-])O,C7H15NO3,161.201,-1.8065,60.36,1,3,0,,,,,,,,,,,,,Warning,"H315, H319, H335"
541-31-1,10925,CC(C)CCS,C5H12S,104.218,1.9623000000000004,0.0,1,1,0,,,,,119.0,,,,0.831,,,,Warning,"H315, H319, H335"
541-35-5,10927,CCCC(=O)N,C4H9NO,87.122,0.2718000000000001,43.09,1,1,0,,,,,216.0,115.0,,0.00391,0.885,,,,Warning,H302
541-47-9,10931,CC(=CC(=O)O)C,C5H8O2,100.117,1.0372,37.3,1,1,0,,,,,195.0,65.0,,,,,,,Danger,"H314, H315, H318, H335"
541-48-0,10932,CC(CC(=O)O)N,C4H9NO2,103.121,-0.1917,63.31999999999999,2,2,0,,,,,,193.0,,,,,,,Warning,"H315, H319, H335"
541-58-2,10934,CC1=CSC(=N1)C,C5H7NS,113.185,1.7599400000000005,12.89,0,2,1,,,,,145.0,69.0,,,,,,,Warning,"H226, H302, H315, H319, H335"
541-59-3,10935,C1=CC(=O)NC1=O,C4H3NO2,97.07299999999998,-0.801,46.17,1,2,1,,,,,,,,2.77e-06,,,,,Danger,"H301, H314, H317"
541-69-5,10941,C1=CC(=CC(=C1)N)N.Cl.Cl,C6H10Cl2N2,181.06600000000003,1.6946,52.04,2,2,1,,,,,,,,,,,,,Danger,"H301, H311, H317, H319, H320, H331, H341, H370, H372, H373, H400, H410"
541-70-8,10942,C1=CC(=CC(=C1)N)N.OS(=O)(=O)O,C6H10N2O4S,206.223,0.1981999999999998,126.64,4,4,1,,,,,,,,,,,,,Danger,"H301, H302, H311, H312, H317, H319, H331, H332, H341, H411"
54105-66-7,40997,CCCCCCCCCCCC1CCCCC1,C17H34,238.45899999999992,6.487600000000007,0.0,0,0,1,,,,,,,,,,,,,Danger,H304
54116-08-4,23705734,CCCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+],C15H31NaO5S,346.465,0.7948000000000015,75.66,0,5,0,,,,,,,,,,,,,Warning,"H315, H319"
5413-60-5,110655,CC(=O)OC1CC2CC1C3C2C=CC3,C12H16O2,192.258,2.1502,26.3,0,2,3,,,,,,,,,,,,,Warning,"H226, H412"
5416-93-3,79443,COC1=CC=C(C=C1)N=C=O,C8H7NO2,149.14899999999997,1.6625,38.66,0,3,1,,,,,,,,,,,,,Danger,"H302, H312, H314, H315, H319, H332, H334, H335"
5417-35-6,79447,CC(C)C1OCC=CCO1,C8H14O2,142.19799999999998,1.5715,18.46,0,2,1,,,,,,,,,,,,,Warning,"H226, H302"
54173-03-4,6452946,C(C(C(C(=O)[O-])O)O)(C(C(=O)[O-])O)O.[Na+].[Na+],C6H8Na2O8,254.102,-12.0622,161.17999999999998,4,8,0,,,,,,,,,,,,,Warning,H319
5419-55-6,21531,B(OC(C)C)(OC(C)C)OC(C)C,C9H21BO3,188.076,2.2463,27.69,0,3,0,82.0,,,,,,,8.6,,,,,Danger,"H225, H319"
542-02-9,10949,CC1=NC(=NC(=N1)N)N,C4H7N5,125.13500000000002,-0.65558,90.71,2,5,1,,,,,,,,,,,,,Warning,"H315, H319, H335"
542-05-2,68328,C(C(=O)CC(=O)O)C(=O)O,C5H6O5,146.09799999999998,-0.4951,91.67,2,3,0,,,,,,138.0,,,,,,,Warning,"H315, H319, H335"
542-08-5,68329,CC(C)OC(=O)CC(=O)C,C7H12O3,144.17,0.9171,43.370000000000005,0,3,0,,,,,,,,,,,,,Warning,"H315, H319, H335"
542-18-7,10952,C1CCC(CC1)Cl,C6H11Cl,118.607,2.557900000000001,0.0,0,0,1,90.0,,,,142.0,-44.0,,,1.0,,,,Warning,"H226, H312, H315, H319, H335, H411"
542-28-9,10953,C1CCOC(=O)C1,C5H8O2,100.117,0.7135,26.3,0,2,1,,,,,,,,,,,,,Danger,H318
542-44-9,14900,CCCCCCCCCCCCCCCC(=O)OCC(CO)O,C19H38O4,330.509,4.364100000000005,66.76,2,4,0,,,,,,,,,,,,,,H411
542-46-1,5315941,C1CCCC=CCCCCCCCC(=O)CCC1,C17H30O,250.4259999999999,5.586700000000006,17.07,0,1,1,,,,,,,,,,,,,Warning,H315
542-50-7,10955,CCCCCCCCCCCCCC(=O)CCCCCCCCCCCCC,C27H54O,394.7280000000003,9.957699999999996,17.07,0,1,0,,,,,,,,,,,,,,H413
542-52-9,68333,CCCCOC(=O)OCCCC,C9H18O3,174.23999999999995,2.7398000000000016,35.53,0,3,0,,,,,,,,,,,,,Danger,"H315, H317, H318, H412"
542-56-3,10958,CC(C)CON=O,C4H9NO2,103.121,1.3404,38.66,0,3,0,-10.0,1.2,26.9,,153.0,,,10.0,0.87,,,,Danger,"H225, H302, H331, H332, H341, H350, H351, H370, H371, H372, H373"
542-58-5,10959,CC(=O)OCCCl,C4H7ClO2,122.55100000000002,0.7883,26.3,0,2,0,,,,,,,,,,,,,Danger,"H226, H300, H310, H330"
542-59-6,10960,CC(=O)OCCO,C4H8O3,104.105,-0.4582,46.53,1,3,0,215.0,,,,358.0,,,9.0,1.106,,,,Danger,H318
542-69-8,10962,CCCCI,C4H9I,184.02,2.2215,0.0,0,0,0,,,,,,,,13.9,,,,,Danger,"H226, H315, H319, H331"
542-76-7,10963,C(CCl)C#N,C3H4ClN,89.525,1.13888,23.79,0,1,0,168.0,,,,347.0,-60.0,,5.0,1.1573,0.0,2.0,1.0,Danger,"H227, H300, H301, H315, H319, H320, H331, H370"
542-81-4,10965,CSCCCl,C3H7ClS,110.609,1.5882,0.0,0,1,0,,,,,,,,,,,,,Danger,"H226, H302, H311, H314, H331, H350"
542-83-6,68335,[C-]#N.[C-]#N.[Cd+2],C2CdN2,164.448,0.19024,47.58,0,2,0,,,,,,,,,,,,,Danger,"H300, H310, H330, H341, H350, H351, H360, H372, H373, H400, H410"
542-84-7,4194034,[C-]#N.[C-]#N.[Co+2],C2CoN2,110.969,0.19024,47.58,0,2,0,,,,,,,,,,,,,Danger,"H300, H310, H330, H400, H410"
542-85-8,10966,CCN=C=S,C3H5NS,87.14699999999999,1.1091,12.36,0,2,0,,,,,,,,,0.997,,,,Danger,"H226, H301, H311, H314, H317, H330, H331, H334, H400"
542-91-6,68337,CC[SiH2]CC,C4H12Si,88.226,1.0316,0.0,0,0,0,,,,,,,,207.52,,,,,Danger,"H225, H302, H315, H319, H335"
54208-63-8,62078,C1C(O1)COC2=CC=CC=C2CC3=CC=CC=C3OCC4CO4,C19H20O4,312.36500000000007,2.832600000000001,43.52,0,4,4,,,,,,,,,,,,,Warning,"H315, H317, H319, H341"
5421-46-5,21534,C(C(=O)[O-])S.[NH4+],C2H7NO2S,109.15,-0.9577,76.63,2,3,0,,,,,,,,8.5e-06,1.205,,,,Danger,"H290, H301, H312, H315, H317, H319, H330, H335, H370, H373, H412"
5421-66-9,79459,CC1=C(C=C(C=C1)N=NC2=C(C=C(C(=C2)C)N)N)N=NC3=C(C=C(C(=C3)C)N)N.Cl.Cl,C21H26Cl2N8,461.4010000000001,6.615060000000004,153.51999999999998,4,8,3,,,,,,,,,,,,,Warning,"H312, H315, H351"
54211-46-0,104707,CCCCCC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C#N,C24H23N,325.45500000000004,6.624980000000006,23.79,0,1,3,,,,,,,,,,,,,Warning,"H302, H312, H315, H319, H332, H413"
54229-13-9,103880,CCN(CC[N+](C)(C)CC(C)O)C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)[N+](=O)[O-])Cl.[Cl-],C21H29Cl2N5O3,470.4010000000002,1.9511,91.33,1,6,2,,,,,,,,,,,,,Danger,"H302, H318, H412"
5423-22-3,160593,C(=N)(N)N.OP(=O)(O)O,CH8N3O4P,157.066,-2.09003,153.64999999999998,6,2,0,,,,,,,,,,,,,Warning,"H302, H315, H319, H332"
5423-23-4,6452957,C(=N)(N)N.C(=N)(N)N.OP(=O)(O)O,C2H13N6O4P,216.13800000000003,-3.25146,229.54,9,3,0,,,,,,,,,,,,,Warning,"H302, H315, H319, H332, H412"
54253-62-2,3085058,CS(=O)(=O)O.[Cu],CH4CuO3S,159.653,-0.4985,54.370000000000005,1,2,0,,,,,,,,,,,,,Danger,"H302, H318, H400, H410"
54272-29-6,171330,CCN(CC)CC.OS(=O)(=O)O,C6H17NO4S,199.272,0.6953000000000001,77.84,2,3,0,,,,,,,,,,,,,Danger,"H314, H315, H318, H319, H335"
543-15-7,10969,CC(CCCC(C)(C)O)N.Cl,C8H20ClNO,181.707,1.6966,46.25,2,2,0,,,,,,,,,,,,,Warning,"H302, H315, H319, H335"
543-21-5,10971,C(#CC(=O)N)C(=O)N,C4H4N2O2,112.088,-2.0396,86.18,2,2,0,,,,,,,,,,,,,Danger,"H301, H302, H311"
543-27-1,62365,CC(C)COC(=O)Cl,C5H9ClO2,136.57799999999995,2.0178000000000003,26.3,0,2,0,27.0,,,,129.0,,,16.5,1.04,,,,Warning,"H226, H290, H302, H314, H318, H331, H335"
543-39-5,10975,CC(C)(CCCC(=C)C=C)O,C10H18O,154.253,2.6698000000000017,20.23,1,1,0,,,,,99.0,,,,,,,,Warning,"H315, H319"
543-49-7,10976,CCCCCC(C)O,C7H16O,116.20399999999998,1.9475,20.23,1,1,0,160.0,,,,158.0,,,1.23,1.0,,,,Warning,"H226, H312, H315, H319"
543-54-4,164659,C1=CC=NC=C1.[O-]S(=O)(=O)[O-],C5H5NO4S-2,175.16499999999996,-0.2564,93.15,0,5,1,,,,,,,,,,,,,Danger,"H302, H312, H314, H332"
